OBJECTID,Shape,COMPKEY,ELMNTKEY,SEGKEY,UNITID,UNITDESC,RECEIPT_NBR,PANDD_NBR,PAIDAREA,SUBAREA,SIDE
105,(47.660210042000074: -122.31557215499998),529943,1601,1567,PSL-L069,12TH AVE NE 0430 BLOCK W SIDE ( 118) 118 FT N/O NE 43RD ST (NE12-43-11)                                                                                                                                                                                        ,L069,12069002,University District,Core,W
106,(47.66859180000006: -122.38805378299998),279705,41726,19236,PSL-K030,NW MARKET ST 0240 BLOCK S SIDE (  94) 94 FT W/O 24TH AVE NW (NWMT-24-07)                                                                                                                                                                                       ,K030,11030004,Ballard,Edge,S
107,(47.61551699900008: -122.34358650099995),529685,32030,9201,PSL-J116,BELL ST 0040 BLOCK SE SIDE (  72) 72 FT NE/O 4TH AVE (23-04-05)                                                                                                                                                                                                ,J116,10116002,Belltown,South,SE
108,(47.616025422000064: -122.32566473699995),530271,80953,12987,PSL-F512,SUMMIT AVE 0160 BLOCK W SIDE ( 274) 274 FT N/O E PINE ST (ST-16-25)                                                                                                                                                                                            ,F512,6512002,Capitol Hill,South,W
109,(47.654440917000045: -122.31319506899996),529901,35838,13215,PSL-L030,UNIVERSITY WAY NE 0380 BLOCK E SIDE ( 346) 346 FT N/O NE PACIFIC ST (NEUW-39-32)                                                                                                                                                                               ,L030,12030002,University District,Core,E
110,(47.61939512200007: -122.35423825299995),284181,13445,13431,PSL-S105,WARREN AVE N 0010 BLOCK W SIDE ( 272) 272 FT N/O DENNY WAY (WN-01-23)                                                                                                                                                                                          ,S105,17105004,Uptown,Edge,W
111,(47.61803661400006: -122.34922377199996),540277,54986,9686,PSL-J505,CLAY ST 0030 BLOCK SE SIDE ( 170) 170 FT NE/O 3RD AVE (28-03-15)                                                                                                                                                                                               ,J505,10505004,Belltown,North,SE
112,(47.626925577000065: -122.33148323799998),338320,54073,8818,PSL-U161,ALOHA ST 0120 BLOCK N SIDE ( 219) 219 FT E/O MINOR AVE N (N9-12-18)                                                                                                                                                                                            ,U161,19161010,South Lake Union,North,N
113,(47.61556448700003: -122.34053786099997),596356,8005,7890,PSL-W136,6TH AVE 0210 BLOCK SW SIDE ( 256) 256 FT NW/O LENORA ST (06-21-23)                                                                                                                                                                                             ,W136,21136004,Denny Triangle,North,SW
114,(47.66279336000008: -122.31733173099997),529860,35242,12599,PSL-L157,ROOSEVELT WAY NE 0450 BLOCK E SIDE ( 512) 512 FT N/O NE 45TH ST (NERW-45-46)                                                                                                                                                                                   ,L157,12157004,University District,Edge,E
115,(47.608309596000026: -122.32977972599997),529721,58182,12866,PSL-H018,SPRING ST 0070 BLOCK SE SIDE (  97) 97 FT NE/O 7TH AVE (11-07-07)                                                                                                                                                                                              ,H018,8018002,First Hill,,SE
116,(47.66241562600004: -122.31734311399998),529859,35242,12599,PSL-L155,ROOSEVELT WAY NE 0450 BLOCK E SIDE ( 374) 374 FT N/O NE 45TH ST (NERW-45-28)                                                                                                                                                                                   ,L155,12155004,University District,Edge,E
117,(47.61490862000005: -122.34237563099998),529654,77221,9294,PSL-J099,BLANCHARD ST 0040 BLOCK NW SIDE (  98) 98 FT NE/O 4TH AVE (22-04-06)                                                                                                                                                                                           ,J099,10099002,Belltown,South,NW
118,(47.61268004800007: -122.340700046),529577,81297,13312,PSL-J074,VIRGINIA ST 0030 BLOCK NW SIDE (  83) 83 FT NE/O 3RD AVE (20-03-04)                                                                                                                                                                                            ,J074,10074002,Belltown,South,NW
119,(47.60778580400006: -122.33463322799997),531309,51477,6128,PSL-E511,4TH AVE 0120 BLOCK SW SIDE ( 120) 120 FT NW/O SENECA ST (04-12-09)                                                                                                                                                                                             ,E511,5511002,Commercial Core,Retail,SW
120,(47.625636436000036: -122.33244820099998),337422,57202,11891,PSL-U143,MINOR AVE N 0070 BLOCK E SIDE ( 174) 174 FT N/O ROY ST (NMR-07-18)                                                                                                                                                                                             ,U143,19143010,South Lake Union,North,E
121,(47.61317957700004: -122.34998886299996),540768,10214,10204,PSL-B502,ELLIOTT AVE 0240 BLOCK NE SIDE ( 154) 154 FT NW/O BATTERY ST (OE-24-12)                                                                                                                                                                                        ,B502,2502004,Belltown,North,NE
122,(47.657514605000074: -122.31427716299999),529785,54766,9479,PSL-L005,BROOKLYN AVE NE 0410 BLOCK E SIDE ( 236) 236 FT N/O NE 41ST ST (NEBN-41-20)                                                                                                                                                                                    ,L005,12005002,University District,Core,E
123,(47.66454207600003: -122.31643702299999),529715,1433,1410,PSL-L182,11TH AVE NE 0470 BLOCK W SIDE ( 503) 503 FT N/O NE 47TH ST (NE11-47-45)                                                                                                                                                                                        ,L182,12182004,University District,Edge,W
124,(47.60474039700006: -122.33396648099995),530619,79649,11664,PSL-D513,MARION ST 0020 BLOCK NW SIDE ( 137) 137 FT NE/O 2ND AVE (9-02-22)                                                                                                                                                                                              ,D513,4513002,Commercial Core,Financial,NW
125,(47.65591202600007: -122.31261506199996),529828,63130,17989,PSL-L119,NE CAMPUS EB PY 0140 BLOCK S SIDE ( 141) 141 FT E/O UNIVERSITY WAY NE (NECP-14-13)                                                                                                                                                                             ,L119,12119002,University District,Core,S
